iter	MultiClass
521	0.5758551217
522	0.5755766441
523	0.5754565669
524	0.5753322867
525	0.5752275353
526	0.5751425697
527	0.5749627564
528	0.5748267244
529	0.5746848764
530	0.5745752517
531	0.5744180682
532	0.5742008374
533	0.5740516739
534	0.5738754432
535	0.5736441816
536	0.5734930502
537	0.5734132777
538	0.573163779
539	0.5729992688
540	0.5728861358
541	0.5728288412
542	0.5727155937
543	0.5726493218
544	0.5724962841
545	0.5723920627
546	0.5722146752
547	0.5720715572
548	0.5720147297
549	0.5718215992
550	0.5716530221
551	0.5714090708
552	0.5712479667
553	0.5711672586
554	0.5709741031
555	0.5708195576
556	0.5707413687
557	0.5706113005
558	0.570553959
559	0.5704304609
560	0.5702714432
561	0.5701599612
562	0.5701182715
563	0.5699276018
564	0.5697465355
565	0.5696107472
566	0.5693417131
567	0.5692718332
568	0.5690540514
569	0.568835471
570	0.5686423657
571	0.5684815151
572	0.5683825151
573	0.568268415
574	0.568114027
575	0.5679995628
576	0.5679280118
577	0.5678167341
578	0.5676744774
579	0.5676018745
580	0.5675222398
581	0.5672864829
582	0.567195355
583	0.5671525873
584	0.5670443636
585	0.5667651497
586	0.5666589888
587	0.5665184025
588	0.5663650097
589	0.5661282033
590	0.5660521002
591	0.5659217416
592	0.5658163861
593	0.5656796023
594	0.5655011062
595	0.565428354
596	0.5652470901
597	0.5650831739
598	0.5649129299
599	0.5647769915
600	0.564742664
601	0.5646181309
602	0.5644565604
603	0.5642079495
604	0.5640201936
605	0.5638478041
606	0.5637651269
607	0.5636342133
608	0.5635161563
609	0.5634274635
610	0.5632771485
611	0.5631596883
612	0.5629104009
613	0.5626480498
614	0.5624524963
615	0.5622957775
616	0.5621603716
617	0.5619971101
618	0.5618256591
619	0.5616904244
620	0.5615826743
621	0.5614625698
622	0.5612559932
623	0.5611076086
624	0.5610302353
625	0.5607844695
626	0.5606874278
627	0.560507165
628	0.5603154141
629	0.5602019144
630	0.5599513339
631	0.5598814513
632	0.5597174924
633	0.5595947423
634	0.559467292
635	0.5593645112
636	0.5592103593
637	0.5590996276
638	0.5589251788
639	0.5587873422
640	0.5586854897
641	0.5585947701
642	0.5584841909
643	0.5584147502
644	0.5583350798
645	0.5582065657
646	0.5579898067
647	0.5578596063
648	0.5577877918
649	0.5577351605
650	0.5575047121
651	0.5573472038
652	0.5571996042
653	0.5570294203
654	0.5569144453
655	0.5567742376
656	0.5566416167
657	0.5565277408
658	0.556449313
659	0.5563367934
660	0.5561936976
661	0.5561098644
662	0.5559376925
663	0.5558381175
664	0.5557295929
665	0.5555783199
666	0.5553102702
667	0.5552216226
668	0.5551229882
669	0.5550252932
670	0.5548498764
671	0.5546992142
672	0.5545992004
673	0.5545016455
674	0.5543966017
675	0.5542325325
676	0.5540579734
677	0.5538676083
678	0.5537423742
679	0.5535956059
680	0.5533230678
681	0.5531653379
682	0.5529936393
683	0.5528981609
684	0.5527775785
685	0.552621447
686	0.5524782142
687	0.5523888902
688	0.5522906105
689	0.552237075
690	0.5521798979
691	0.5519847918
692	0.55184404
693	0.5517365191
694	0.5516239283
695	0.5515619752
696	0.5514241853
697	0.5512474623
698	0.5511348117
699	0.5511026694
700	0.5509344922
701	0.5507179933
702	0.550589152
703	0.5504844826
704	0.5503710506
705	0.5503340809
706	0.5500930417
707	0.5499940516
708	0.5498835122
709	0.5498283326
710	0.549646691
711	0.5496005062
712	0.5494047184
713	0.5492830377
714	0.5491130055
715	0.5488779454
716	0.5487739873
717	0.5486926824
718	0.5485379517
719	0.5483686429
720	0.5481994852
721	0.5480580927
722	0.5479391083
723	0.5478191495
724	0.5477075524
725	0.5475315245
726	0.5472564791
727	0.5470942919
728	0.5469501562
729	0.5468470004
730	0.5467508007
731	0.546559311
732	0.5464575027
733	0.5463695774
734	0.5462602134
735	0.5461735845
736	0.5460686142
737	0.5459365981
738	0.5457837649
739	0.5455836639
740	0.5454941987
741	0.5453553329
742	0.5451619127
743	0.5449936646
744	0.5448681463
745	0.5447729056
746	0.5445935905
747	0.5444970931
748	0.5443792033
749	0.5442430549
750	0.5440920232
751	0.5439338884
752	0.5438514084
753	0.5435963806
754	0.5433313141
755	0.5431981282
756	0.5431254448
757	0.5430230163
758	0.5429464112
759	0.5428170428
760	0.5426822336
761	0.5426186484
762	0.5424141455
763	0.5422709018
764	0.5421160462
765	0.5420251463
766	0.5419096947
767	0.5417444538
768	0.5416470252
769	0.5415677838
770	0.5414480292
771	0.5413695882
772	0.5412555327
773	0.5410313215
774	0.5409263904
775	0.5408902234
776	0.5407762263
777	0.5406933708
778	0.5405884849
779	0.5404051281
780	0.5402956556
781	0.5401646362
782	0.5400861376
783	0.5400141784
784	0.5398009962
785	0.5396952519
786	0.5395822014
787	0.5394545348
788	0.5393710843
789	0.539139303
790	0.5389283574
791	0.5388181762
792	0.538680202
793	0.5385817864
794	0.5385221123
795	0.5382729546
796	0.5381978801
797	0.5380972466
798	0.5379650309
799	0.5378342787
800	0.5377429911
801	0.5376081952
802	0.537492219
803	0.5373755334
804	0.5372550892
805	0.5370361136
806	0.5367920001
807	0.5366721195
808	0.5364727352
809	0.5363404445
810	0.5362710482
811	0.5361905439
812	0.5360981623
813	0.5359796999
814	0.5359196608
815	0.5358406762
816	0.5357422668
817	0.535640626
818	0.5355412252
819	0.5354534656
820	0.5353213516
821	0.5352135815
822	0.5350394227
823	0.5349297285
824	0.5347748181
825	0.5346847949
826	0.5345063036
827	0.5344093461
828	0.5343229542
829	0.5342189137
830	0.5341394784
831	0.5340368284
832	0.5339552452
833	0.5337512987
834	0.5335878025
835	0.5335042582
836	0.5334372596
837	0.5333256113
838	0.5332399211
839	0.5331371365
840	0.5330675594
841	0.5329968118
842	0.5327765317
843	0.5326377129
844	0.5324688348
845	0.5323257103
846	0.5321029766
847	0.5319628892
848	0.5318371127
849	0.5316864811
850	0.5316224224
851	0.5315645808
852	0.5314537484
853	0.5313149028
854	0.5311756343
855	0.53112617
856	0.5310684569
857	0.530966412
858	0.5308766297
859	0.5307747031
860	0.5307196031
861	0.5306326604
862	0.5305789048
863	0.5304995776
864	0.5304311225
865	0.5302538686
866	0.5301363437
867	0.5300718065
868	0.5299527582
869	0.5298849624
870	0.5297343373
871	0.5296281181
872	0.5295965614
873	0.5294565609
874	0.5293430249
875	0.5292678652
876	0.5290894077
877	0.5290452049
878	0.5289795254
879	0.5288465797
880	0.528726532
881	0.5286261416
882	0.5283429655
883	0.5282236294
884	0.5281468818
885	0.5280580717
886	0.5279924318
887	0.5278597137
888	0.5277666031
889	0.5276568065
890	0.5275142708
891	0.5274421546
892	0.5273258262
893	0.5272257103
894	0.5271784778
895	0.5270872205
896	0.5269772266
897	0.5269005995
898	0.5268167772
899	0.5266707192
900	0.5264766444
901	0.5264122526
902	0.5262399393
903	0.5261044573
904	0.5260269728
905	0.5258862507
906	0.5257684273
907	0.5256602682
908	0.5255141894
909	0.5252977958
910	0.5252117349
911	0.5251532061
912	0.5250046506
913	0.524904582
914	0.5248441247
915	0.5247650351
916	0.5246669316
917	0.5245757726
918	0.5245091615
919	0.5243394644
920	0.5242177793
921	0.5241038961
922	0.5238892759
923	0.5237359749
924	0.5236408538
925	0.523537282
926	0.5234337337
927	0.5233355948
928	0.523162934
929	0.5230664589
930	0.5229587213
931	0.5228816527
932	0.5228375605
933	0.5227476619
934	0.522557789
935	0.5224700916
936	0.5222830994
937	0.5221519885
938	0.5220762538
939	0.5219431509
940	0.5219025047
941	0.52186973
942	0.5217659201
943	0.5216411054
944	0.5215277132
945	0.5214175743
946	0.5213242604
947	0.5211492689
948	0.5210653005
949	0.5209411563
950	0.5208910557
951	0.5207992467
952	0.520600526
953	0.5204393147
954	0.520298941
955	0.5201882539
956	0.5200826665
957	0.5199347918
958	0.5197727012
959	0.5196977235
960	0.5196251538
961	0.5195844799
962	0.519483327
963	0.5193891161
964	0.5192684855
965	0.519228024
966	0.5190349051
967	0.5189246838
968	0.5188305859
969	0.5187108273
970	0.5186493125
971	0.5185631638
972	0.5184374744
973	0.5183738831
974	0.5182501619
975	0.5181468855
976	0.5180249257
977	0.5179356056
978	0.5178700611
979	0.5177893836
980	0.5177057457
981	0.5176188501
982	0.5175861795
983	0.5174662392
984	0.5173279317
985	0.5171530965
986	0.5170928635
987	0.5169688384
988	0.5168577615
989	0.5167560469
990	0.5166301461
991	0.5165418584
992	0.5164188476
993	0.5163661156
994	0.5162915503
995	0.5161567421
996	0.516067477
997	0.5158871001
998	0.5157810694
999	0.5156647113
